"Name","Category","IsSO","IsMono","IsSave","IsUI","IsValidator"
"SocialActivitySource.cs","Social","False","True","False","False","False"
"PlayerSponsorLog.cs","Sponsors","False","True","True","False","False"
"SponsorDefinition.cs","Sponsors","True","False","False","False","False"
"SponsorSource.cs","Sponsors","False","True","False","False","False"
"SurvivalNeed.cs","Survival","False","False","False","False","False"
"SurvivalNeedDefinition.cs","Survival","True","False","False","False","False"
"SurvivalNeedsBootstrap.cs","Survival","False","True","False","False","False"
"SurvivalNeedsController.cs","Survival","False","True","False","False","False"
"DayNightOverlay.cs","Time","False","True","False","False","False"
"TimeSystem.cs","Time","False","True","False","False","False"
"PlayerTitles.cs","Titles","False","True","False","False","False"
"TitleDefinition.cs","Titles","True","False","False","False","False"
"TitleGrant.cs","Titles","False","False","False","False","False"
"PlayerToolInventory.cs","Tools","False","True","False","False","False"
"ToolDefinition.cs","Tools","True","False","False","False","False"
"PlayerTransitLog.cs","Transit","False","True","True","False","False"
"TransitRouteDefinition.cs","Transit","True","False","False","False","False"
"TransitStation.cs","Transit","False","True","False","False","False"
"TransitStopDefinition.cs","Transit","True","False","False","False","False"
"ActivityActionHUDController.cs","UI","False","True","False","True","False"
"BoxPartySlotUI.cs","UI","False","True","False","True","False"
"BoxStorageSlotUI.cs","UI","False","True","False","True","False"
"CampStationUIManager.cs","UI","False","True","False","True","False"
"CounterSelectorUI.cs","UI","False","True","False","True","False"
"DynamicMenuUI.cs","UI","False","False","False","True","False"
"JourneyIncidentUIManager.cs","UI","False","True","False","True","False"
"LifePathUIManager.cs","UI","False","True","False","True","False"
"MainMenuController.cs","UI","False","False","False","True","False"
"MapViewportMarkerView.cs","UI","False","True","False","True","False"
"MapViewportUIController.cs","UI","False","True","False","True","False"
"MarketServiceUIManager.cs","UI","False","True","False","True","False"
"MenuController.cs","UI","False","False","False","True","False"
"MoveBar.cs","UI","False","True","False","True","False"
"MoveForgetSelectionUI.cs","UI","False","False","False","True","False"
"NotificationFeedUIManager.cs","UI","False","True","False","True","False"
"OverworldInteractionUIController.cs","UI","False","True","False","True","False"
"PartyScreen.cs","UI","False","False","False","True","False"
"PokemonAssignmentUIManager.cs","UI","False","True","False","True","False"
"PokemonStorageUI.cs","UI","False","False","False","True","False"
"PokeNavMapUIManager.cs","UI","False","True","False","True","False"
"PokeNavMapViewController.cs","UI","False","True","False","True","False"
"RoleActivityBoardUIManager.cs","UI","False","True","False","True","False"
"RuntimeUIScreenManager.cs","UI","False","True","False","True","False"
"ShopUI.cs","UI","False","True","False","True","False"
"SummaryScreenUI.cs","UI","False","False","False","True","False"
"WalletUI.cs","UI","False","True","False","True","False"
"ScriptableObjectDB.cs","Utill","True","True","False","False","False"
"SpriteAnimator.cs","Utill","False","False","False","False","False"
"IconSlot.cs","GenericSelectionUI","False","True","False","False","False"
"ImageSlot.cs","GenericSelectionUI","False","True","False","False","False"
"InputMapController.cs","GenericSelectionUI","False","True","False","False","False"
"InputRouter.cs","GenericSelectionUI","False","True","False","False","False"
"ISelectableItem.cs","GenericSelectionUI","False","False","False","False","False"
"ISelectionInput.cs","GenericSelectionUI","False","False","False","False","False"
"SelectionInputFromActions.cs","GenericSelectionUI","False","True","False","False","False"
"SelectionUI.cs","GenericSelectionUI","False","True","False","True","False"
"TextSlot.cs","GenericSelectionUI","False","True","False","False","False"
"State.cs","StateMachine","False","True","False","False","False"
"StateMachine.cs","StateMachine","False","False","False","False","False"
"PlayerReportPropagationLog.cs","Witnesses","False","True","True","False","False"
"PlayerWitnessReportLog.cs","Witnesses","False","True","True","False","False"
"ReportPropagationDefinition.cs","Witnesses","True","False","False","False","False"
"WitnessReportDefinition.cs","Witnesses","True","False","False","False","False"
"WitnessReportSource.cs","Witnesses","False","True","False","False","False"
"PlayerWorldRegionLog.cs","WorldAreas","False","True","True","False","False"
"RegionChallengeProfileDefinition.cs","WorldAreas","True","False","False","False","False"
"RegionTravelManager.cs","WorldAreas","False","True","False","False","False"
"RegionTravelPoint.cs","WorldAreas","False","True","False","False","False"
"RegionTravelPolicyDefinition.cs","WorldAreas","True","False","False","False","False"
"RegionTravelRouteDefinition.cs","WorldAreas","True","False","False","False","False"
"WorldRegionDefinition.cs","WorldAreas","True","False","False","False","False"
"JourneyEnvironmentController.cs","WorldConditions","False","True","False","False","False"
"JourneyEnvironmentProfileDefinition.cs","WorldConditions","True","False","False","False","False"
"PlayerJourneyEnvironmentLog.cs","WorldConditions","False","True","True","False","False"
"PlayerWorldConditionLog.cs","WorldConditions","False","True","True","False","False"
"WorldConditionDefinition.cs","WorldConditions","True","False","False","False","True"
"WorldConditionSource.cs","WorldConditions","False","True","False","False","False"
"PlayerWorldDiscoveryLog.cs","WorldDiscovery","False","True","True","False","False"
"WorldDiscoveryDefinition.cs","WorldDiscovery","True","False","False","False","True"
"WorldDiscoverySource.cs","WorldDiscovery","False","True","False","False","False"
"WorldEventDefinition.cs","WorldEvents","True","False","False","False","False"
"WorldEventManager.cs","WorldEvents","False","True","False","False","False"
"PlayerWorldTriggerLog.cs","WorldTriggers","False","True","True","False","False"
"WorldTriggerController.cs","WorldTriggers","False","True","False","False","False"
"WorldTriggerDefinition.cs","WorldTriggers","True","False","False","False","True"
"WorldTriggerSource.cs","WorldTriggers","False","True","False","False","False"
